"ID","ACTIVE","YEAR","COUNTRY_ESP","COUNTRY_ENG","SECTOR_ESP","SECTOR_ENG","STATUS_ESP","STATUS_ENG","COUNTRY","SECTOR","STATUS"
1,"YES",2017,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",18,7,6
2,"YES",2017,"Argentina","Argentina","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",1,10,6
3,"YES",2017,"Chile","Chile","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",4,9,6
4,"YES",2017,"Chile","Chile","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",4,8,6
5,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
6,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
7,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",5,4,4
8,"YES",2017,"Uruguay","Uruguay","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",17,4,5
9,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
10,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
11,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
12,"YES",2017,"Ecuador","Ecuador","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",7,2,3
13,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
14,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
15,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Versión beta","Beta version",11,11,3
16,"YES",2017,"Argentina","Argentina","Seguros","Insurance","Versión beta","Beta version",1,10,3
17,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
18,"YES",2017,"Panamá","Panama","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",13,8,6
19,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Lanzado","Launched",3,8,4
20,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
21,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",11,11,6
22,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
23,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
24,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Lanzado","Launched",1,8,4
25,"YES",2017,"Colombia","Colombia","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",5,10,6
26,"YES",2017,"Chile","Chile","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",4,4,6
27,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
28,"YES",2017,"Perú","Peru","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",15,8,6
29,"YES",2017,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Lanzado","Launched",1,7,4
30,"YES",2017,"México","Mexico","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",11,10,6
31,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Lanzado","Launched",11,4,4
32,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
33,"YES",2017,"Argentina","Argentina","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",1,11,6
34,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",11,4,6
35,"YES",2017,"México","Mexico","Digital Banks","Digital Banks","Listos para escalar","Ready to scale",11,1,5
36,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",5,3,5
37,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
38,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
39,"YES",2017,"Colombia","Colombia","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",5,5,6
40,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",3,5,5
41,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",3,6,5
42,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
43,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",7,3,6
44,"YES",2017,"Perú","Peru","Préstamos","Lending","Listos para escalar","Ready to scale",15,8,5
45,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Lanzado","Launched",3,8,4
46,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",15,7,5
47,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",3,2,3
48,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",11,2,3
49,"YES",2017,"México","Mexico","Préstamos","Lending","Lanzado","Launched",11,8,4
50,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Listos para escalar","Ready to scale",3,10,5
51,"YES",2017,"Costa Rica","Costa Rica","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Versión beta","Beta version",6,11,3
52,"YES",2017,"Perú","Peru","Préstamos","Lending","Listos para escalar","Ready to scale",15,8,5
53,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Lanzado","Launched",3,10,4
54,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
55,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",11,4,6
56,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",3,6,4
57,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
58,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
59,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",5,3,6
60,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",3,3,4
61,"YES",2017,"Chile","Chile","Seguros","Insurance","Demo/Prototipo","Demo/Prototipo",4,10,2
62,"YES",2017,"México","Mexico","Préstamos","Lending","Versión beta","Beta version",11,8,3
63,"YES",2017,"Brasil","Brazil","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",3,11,4
64,"YES",2017,"Uruguay","Uruguay","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",17,7,5
65,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
66,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",3,3,4
67,"YES",2017,"México","Mexico","Seguros","Insurance","Listos para escalar","Ready to scale",11,10,5
68,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",5,7,5
69,"YES",2017,"Colombia","Colombia","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",5,11,5
70,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
71,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
72,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",7,3,3
73,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Concepto/Idea","Concepto/Idea",5,3,1
74,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",3,10,6
75,"YES",2017,"México","Mexico","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",11,5,6
76,"YES",2017,"Chile","Chile","Gestión de patrimonio","Wealth Management","Demo/Prototipo","Demo/Prototipo",4,5,2
77,"YES",2017,"Perú","Peru","Digital Banks","Digital Banks","Versión beta","Beta version",15,1,3
78,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
79,"YES",2017,"Colombia","Colombia","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Demo/Prototipo","Demo/Prototipo",5,9,2
80,"YES",2017,"Ecuador","Ecuador","Pagos y remesas","Payments & Remittances","Lanzado","Launched",7,7,4
81,"YES",2017,"Argentina","Argentina","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",1,6,3
82,"YES",2017,"México","Mexico","Seguros","Insurance","Concepto/Idea","Concepto/Idea",11,10,1
83,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
84,"YES",2017,"Colombia","Colombia","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",5,5,6
85,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Lanzado","Launched",3,1,4
86,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Lanzado","Launched",3,1,4
87,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",3,8,6
88,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",11,4,5
89,"YES",2017,"Uruguay","Uruguay","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",17,11,5
90,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",5,4,6
91,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",5,4,6
92,"YES",2017,"Uruguay","Uruguay","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Listos para escalar","Ready to scale",17,11,5
93,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
94,"YES",2017,"México","Mexico","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",11,9,5
95,"YES",2017,"Ecuador","Ecuador","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",7,11,4
96,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Lanzado","Launched",3,8,4
97,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Listos para escalar","Ready to scale",3,1,5
98,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
99,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Versión beta","Beta version",3,8,3
100,"YES",2017,"Chile","Chile","Préstamos","Lending","Versión beta","Beta version",4,8,3
101,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",3,6,3
102,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
103,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Versión beta","Beta version",3,10,3
104,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",5,8,6
105,"YES",2017,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",1,7,3
106,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",3,2,6
107,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
108,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Versión beta","Beta version",4,2,3
109,"YES",2017,"Uruguay","Uruguay","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",17,2,5
110,"YES",2017,"Brasil","Brazil","Seguros","Insurance","Crecimiento y expansión","Growth & expansion",3,10,6
111,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Demo/Prototipo","Demo/Prototipo",3,9,2
112,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",11,3,4
113,"YES",2017,"México","Mexico","Préstamos","Lending","Listos para escalar","Ready to scale",11,8,5
114,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
115,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Lanzado","Launched",5,7,4
116,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Listos para escalar","Ready to scale",5,8,5
117,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",15,7,6
118,"YES",2017,"Colombia","Colombia","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Lanzado","Launched",5,9,4
119,"YES",2017,"Ecuador","Ecuador","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Crecimiento y expansión","Growth & expansion",7,9,6
120,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
121,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
122,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",3,6,5
123,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",3,6,4
124,"YES",2017,"Argentina","Argentina","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",1,7,6
125,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",11,3,4
126,"YES",2017,"Perú","Peru","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",15,7,6
127,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",11,7,6
128,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
129,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
130,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",3,3,3
131,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Lanzado","Launched",5,7,4
132,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Demo/Prototipo","Demo/Prototipo",3,3,2
133,"YES",2017,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",4,3,4
134,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",11,3,5
135,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
136,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Lanzado","Launched",11,7,4
137,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",3,7,3
138,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Versión beta","Beta version",3,8,3
139,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
140,"YES",2017,"Argentina","Argentina","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",1,6,4
141,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Versión beta","Beta version",3,8,3
142,"YES",2017,"Argentina","Argentina","Préstamos","Lending","Versión beta","Beta version",1,8,3
143,"YES",2017,"México","Mexico","Gestión de patrimonio","Wealth Management","Versión beta","Beta version",11,5,3
144,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Crecimiento y expansión","Growth & expansion",11,11,6
145,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Demo/Prototipo","Demo/Prototipo",3,4,2
146,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
147,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",3,7,5
148,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",3,6,3
149,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",11,2,5
150,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",3,6,4
151,"YES",2017,"Brasil","Brazil","Préstamos","Lending","Listos para escalar","Ready to scale",3,8,5
152,"YES",2017,"Uruguay","Uruguay","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",17,6,3
153,"YES",2017,"Colombia","Colombia","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",5,2,5
154,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
155,"YES",2017,"Brasil","Brazil","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",3,5,5
156,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",4,7,6
157,"YES",2017,"Chile","Chile","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",4,8,6
158,"YES",2017,"Colombia","Colombia","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",5,6,5
159,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
160,"YES",2017,"Colombia","Colombia","Seguros","Insurance","Lanzado","Launched",5,10,4
161,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",3,6,6
162,"YES",2017,"México","Mexico","Seguros","Insurance","Demo/Prototipo","Demo/Prototipo",11,10,2
163,"YES",2017,"Uruguay","Uruguay","Pagos y remesas","Payments & Remittances","Demo/Prototipo","Demo/Prototipo",17,7,2
164,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
165,"YES",2017,"Uruguay","Uruguay","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",17,6,3
166,"YES",2017,"Uruguay","Uruguay","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",17,6,3
167,"YES",2017,"Uruguay","Uruguay","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Lanzado","Launched",17,6,4
168,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
169,"YES",2017,"Perú","Peru","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",15,6,5
170,"YES",2017,"Brasil","Brazil","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",3,4,6
171,"YES",2017,"Brasil","Brazil","Digital Banks","Digital Banks","Lanzado","Launched",3,1,4
172,"YES",2017,"México","Mexico","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",11,2,6
173,"YES",2017,"Chile","Chile","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",4,2,6
174,"YES",2017,"Colombia","Colombia","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",5,8,6
175,"YES",2017,"Ecuador","Ecuador","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",7,6,6
176,"YES",2017,"Chile","Chile","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",4,6,5
177,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",3,3,6
178,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",1,3,4
179,"YES",2017,"Colombia","Colombia","Gestión de patrimonio","Wealth Management","Listos para escalar","Ready to scale",5,5,5
180,"YES",2017,"Ecuador","Ecuador","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",7,2,6
181,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Listos para escalar","Ready to scale",3,2,5
182,"YES",2017,"Colombia","Colombia","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",5,3,3
183,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Lanzado","Launched",3,7,4
184,"YES",2017,"Chile","Chile","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",4,9,5
185,"YES",2017,"Ecuador","Ecuador","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",7,3,5
186,"YES",2017,"Brasil","Brazil","Puntaje crediticio, identidad y fraude","Scoring, Identity & Fraud","Listos para escalar","Ready to scale",3,9,5
187,"YES",2017,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",4,3,5
188,"YES",2017,"Chile","Chile","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",4,7,5
189,"YES",2017,"Chile","Chile","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Listos para escalar","Ready to scale",4,6,5
190,"YES",2017,"Chile","Chile","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",4,6,3
191,"YES",2017,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",4,3,6
192,"YES",2017,"México","Mexico","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",11,3,6
193,"YES",2017,"Venezuela","Venezuela","Pagos y remesas","Payments & Remittances","Lanzado","Launched",18,7,4
194,"YES",2017,"Chile","Chile","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",4,4,5
195,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
196,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
197,"YES",2017,"Colombia","Colombia","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",5,7,6
198,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
199,"YES",2017,"México","Mexico","Seguros","Insurance","Versión beta","Beta version",11,10,3
200,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
201,"YES",2017,"Uruguay","Uruguay","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",17,7,6
202,"YES",2017,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",4,3,5
203,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
204,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
205,"YES",2017,"Brasil","Brazil","Pagos y remesas","Payments & Remittances","Crecimiento y expansión","Growth & expansion",3,7,6
206,"YES",2017,"Argentina","Argentina","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",1,6,6
207,"YES",2017,"Brasil","Brazil","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Crecimiento y expansión","Growth & expansion",3,6,6
208,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Listos para escalar","Ready to scale",11,7,5
209,"YES",2017,"Argentina","Argentina","Negociación de activos financieros y mercados de capitales","Trading & Capital Markets","Versión beta","Beta version",1,6,3
210,"YES",2017,"Argentina","Argentina","Gestión de finanzas empresariales","Enterprise Financial Management","Crecimiento y expansión","Growth & expansion",1,3,6
211,"YES",2017,"Brasil","Brazil","Financiamiento colectivo","Crowdfunding","Crecimiento y expansión","Growth & expansion",3,2,6
212,"YES",2017,"Perú","Peru","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",15,4,6
213,"YES",2017,"Argentina","Argentina","Gestión de finanzas personales","Personal Financial Management","Crecimiento y expansión","Growth & expansion",1,4,6
214,"YES",2017,"México","Mexico","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",11,4,5
215,"YES",2017,"Colombia","Colombia","Seguros","Insurance","Demo/Prototipo","Demo/Prototipo",5,10,2
216,"YES",2017,"Chile","Chile","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",4,4,5
217,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Lanzado","Launched",11,7,4
218,"YES",2017,"México","Mexico","Seguros","Insurance","Lanzado","Launched",11,10,4
219,"YES",2017,"Chile","Chile","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",4,3,4
220,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Lanzado","Launched",3,3,4
221,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Listos para escalar","Ready to scale",3,3,5
222,"YES",2017,"México","Mexico","Préstamos","Lending","Crecimiento y expansión","Growth & expansion",11,8,6
223,"YES",2017,"México","Mexico","Tecnología empresarial para instituciones financieras","Enterprise Technologies for Financial Institutions","Lanzado","Launched",11,11,4
224,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Versión beta","Beta version",11,7,3
225,"YES",2017,"México","Mexico","Pagos y remesas","Payments & Remittances","Lanzado","Launched",11,7,4
226,"YES",2017,"Colombia","Colombia","Gestión de finanzas personales","Personal Financial Management","Listos para escalar","Ready to scale",5,4,5
227,"YES",2017,"México","Mexico","Préstamos","Lending","Listos para escalar","Ready to scale",11,8,5
228,"YES",2017,"México","Mexico","Seguros","Insurance","Listos para escalar","Ready to scale",11,10,5
229,"YES",2017,"Argentina","Argentina","Gestión de patrimonio","Wealth Management","Crecimiento y expansión","Growth & expansion",1,5,6
230,"YES",2017,"Brasil","Brazil","Gestión de finanzas empresariales","Enterprise Financial Management","Versión beta","Beta version",3,3,3
